survived,pclass,sex,age,sibsp,parch,fare,embarked
1,1,male,27.99874436251567,0,0,23.40364543559273,C
0,1,female,11.604257363617638,0,0,7.0,S
0,2,female,17.937682242496244,2,0,8.482690680445508,S
0,1,male,16.95251153502202,0,0,21.67287154570604,C
1,3,female,31.487207952787326,1,0,11.884951375226079,S
1,2,male,29.832132044435006,0,0,7.0,S
1,3,female,20.339149359952962,0,0,22.446310866482634,S
0,2,female,31.121850465672775,0,0,12.473698896160077,S
0,1,female,22.439838984952814,0,1,9.553635776030465,S
0,3,male,25.740138676087362,0,0,19.955005184431123,C
0,3,female,49.081425083582445,0,0,7.0,S
1,2,male,45.08553262148418,0,0,84.08204467051546,S
1,3,male,13.405025156868827,0,0,64.72637008880743,S
1,3,male,38.9567890145501,2,0,39.350494600137836,S
1,2,male,38.7367586538991,2,0,7.0,S
0,3,male,15.22084053496858,0,0,47.85796499491212,Q
1,3,female,,1,0,52.80120583090909,C
1,3,female,47.455183020950635,0,2,46.72012297073743,S
1,1,male,15.529462325067033,0,0,7.0,S
0,3,female,17.989966147828838,1,1,33.04211308752989,S
0,1,male,41.21193760212203,2,0,57.52723226142738,S
0,1,female,32.25794372990778,0,0,27.55900521621097,S
1,2,female,35.61771530287428,1,0,33.26751379141347,S
1,2,male,33.08707059680596,0,0,19.621124120341012,S
0,3,female,33.68835105113773,2,0,24.072831245940492,S
1,3,male,,0,0,7.0,S
1,3,male,41.56781247945738,0,1,32.60079659801947,Q
0,2,female,43.03507990913328,0,1,7.0,S
0,2,male,26.247311071183667,0,0,18.2705721235192,S
1,2,male,28.478276602233652,0,0,11.07958057007047,S
0,3,male,10.626709969331333,2,0,25.22876328133296,S
1,1,female,35.17105707221402,0,0,7.0,C
0,3,male,35.86468930056973,0,0,37.64794815759206,S
1,3,male,28.253707796008268,0,1,50.713650532071476,S
0,2,female,42.492240318446036,0,0,7.0,S
0,3,female,24.991073228240715,0,0,7.0,
1,2,male,35.7752711107232,0,0,7.0,S
0,3,male,16.764027935694614,0,0,67.09147361164533,S
0,3,male,28.717374189509144,0,0,24.0376752674317,S
0,2,male,26.90774890516597,0,0,20.15115674577872,S
1,2,male,31.7036950644913,1,0,7.0,S
1,3,female,24.565676853999697,1,0,33.55374004186051,S
1,3,female,27.422328851939987,0,0,64.7984084702938,S
0,2,female,38.91256605729808,0,2,56.36294470648939,C
0,3,male,23.75882915314139,0,0,31.476664734879982,S
0,3,female,9.721074791135848,0,0,7.0,S
0,3,male,49.995006850465046,0,0,7.0,S
0,1,female,45.577448944285834,0,0,7.0,Q
0,3,female,13.492847658732575,0,0,9.526541358115093,S
0,3,male,37.27649366294233,0,1,7.0,C
1,1,female,22.964302753383883,0,0,9.637440452842041,S
0,2,male,32.16184658397272,1,0,15.559277285586035,S
0,3,female,32.530689548161924,2,0,91.6608647331488,S
1,1,male,26.187106396204136,0,0,30.162344348885693,S
0,3,male,19.594812012963242,0,1,57.65283017766668,Q
1,2,female,20.713507372204887,1,1,39.65078920243574,Q
1,2,male,18.005697014225092,2,0,7.0,S
1,3,female,19.018133501234665,0,0,42.60815136855464,S
0,2,male,28.193860519407735,0,0,10.295040697171618,Q
1,3,female,20.41088013067098,0,2,32.61363553344528,S
0,2,female,37.18462478855144,0,0,13.343169376735277,S
0,3,male,,0,2,194.01148293444737,S
0,1,male,22.039361103559486,0,0,9.789310176196466,S
1,2,male,31.872854006424525,0,0,10.473507716803852,S
0,3,male,34.996221323635204,0,0,85.40512320867414,S
0,2,male,34.66402725103129,1,2,7.0,S
1,3,female,29.91146321499305,0,1,38.17588983174775,S
0,2,female,37.91218902031667,0,0,41.34949637162155,S
0,3,female,34.786987432167884,0,0,57.92639739077821,S
0,1,female,14.148050932072426,0,0,117.33438974434574,C
0,3,female,39.429872772671274,2,0,118.82402571960095,S
0,2,female,,0,0,7.0,S
0,2,male,19.84056674985702,0,0,55.20222255034278,Q
1,1,female,,1,1,33.25869658063892,Q
0,1,female,37.199947913732835,0,0,33.35222115944624,S
0,3,male,26.48823416504766,2,1,7.0,S
1,2,male,41.87573657319214,0,0,33.6114249218489,C
0,3,male,57.36646993543233,0,0,129.42590396526643,C
1,2,male,19.56816760838021,0,0,77.7074840682187,Q
0,2,female,12.427464762154703,0,0,18.5045538415039,C
0,3,male,32.64582314725851,1,0,7.0,S
0,3,male,37.65875006151372,1,0,14.396067748842226,S
0,1,female,26.229603513862774,0,0,56.03026142593842,S
0,1,male,46.439127959852414,0,0,38.68743475158601,S
0,1,male,12.936730403321015,1,0,19.679085596305733,S
0,3,male,37.31502347637934,2,0,7.0,S
0,3,female,21.72967015089328,0,1,17.813947458105183,S
0,2,female,49.63253487448756,0,1,20.257287241499036,C
0,3,male,52.91018423801742,0,0,84.44271407652478,S
0,3,female,19.800120946599826,1,0,32.789528387455825,S
0,3,male,22.405314369097038,0,0,11.950786772807781,S
1,3,female,39.31505464375762,0,2,23.843543358104615,S
0,2,female,24.354432202525825,1,0,7.0,C
1,1,female,28.455065384813143,0,0,115.07371693380094,S
1,2,male,29.304661046508922,0,0,14.284182520820147,Q
0,1,female,5.963922125628123,0,0,20.794675648576163,S
1,3,female,28.833947046869152,0,0,14.046250536591375,S
1,3,male,20.723266711229915,0,0,36.71406101055224,S
0,1,female,23.082526131202734,0,0,34.732687310659166,S
0,1,male,46.32358404162577,0,0,40.2047248901357,C
1,2,female,13.921917268648924,0,0,9.989454497127053,S
1,3,male,38.75846224097573,1,0,12.138009667733082,C
0,2,female,25.652444836018297,1,1,7.0,S
0,3,male,25.642877978049988,0,0,34.102084313588776,C
0,1,male,38.48446275262054,0,1,7.0,S
0,1,male,33.080615534826684,0,0,29.13642535277184,C
1,3,male,35.84735596663437,0,0,65.21229482382054,S
0,3,male,40.618215926394335,0,2,70.87579703269515,S
0,1,male,25.02429940180013,0,0,19.074848089425373,S
1,3,male,21.653159185906997,0,1,19.67672012158016,Q
0,3,male,15.978193681306422,0,0,7.0,S
0,3,male,,0,1,35.55147439239574,S
1,2,female,64.3891331037047,0,0,55.098233605866724,C
1,3,male,,0,0,8.978584088106944,S
0,2,female,12.787107605503742,0,0,17.503123004022683,S
0,3,female,13.130504519077158,0,1,58.41131210518103,S
0,1,female,34.7823927406219,1,1,67.08962609393473,S
0,1,male,35.567177568535605,1,1,8.91615387056353,Q
0,2,female,35.58660602380837,0,1,25.592850485313143,C
0,3,male,25.940530477355626,0,0,7.0,S
0,2,male,27.494548879965198,0,0,7.0,Q
0,3,male,32.93455428991229,0,0,77.4551607964902,S
0,3,female,30.030716075519965,0,0,54.96390010351124,S
0,1,male,2.368395527029577,1,0,45.672377292645066,S
0,3,male,26.242404433097676,0,0,7.0,S
0,2,female,18.783122788876238,1,0,59.397192733481695,S
0,3,female,31.102537026902144,0,0,18.442619489340846,Q
1,1,male,64.82310803124092,0,0,13.412832619361359,C
0,3,male,33.40977998569166,1,0,25.302652324873964,S
1,3,female,25.237643765931224,0,0,7.0,S
1,3,male,40.06161802372703,0,0,45.22369161698741,C
0,3,male,34.79225464651055,0,0,27.946087754291852,Q
0,2,male,34.0411338854221,0,0,7.0,C
0,3,female,36.282207118588055,2,0,7.0,S
0,3,female,53.6785227779545,0,0,7.0,C
1,3,female,15.429338776089011,2,0,7.0,S
0,1,female,34.683584921737456,2,0,28.359771158336905,S
0,3,male,17.88342644022154,1,0,58.712318235016575,S
0,3,male,35.66615175610698,0,0,7.0,S
0,3,male,,0,0,7.0,S
1,2,male,23.991598236738987,1,2,27.213869334811392,S
0,3,male,25.458921029145124,0,2,54.7840191301283,S
0,2,female,40.709800632136506,0,0,12.659905479323198,C
1,3,female,40.02145332730896,0,0,13.766075500219221,S
1,1,female,14.051391482643385,0,0,29.030349955169612,S
0,3,male,29.659209331998184,0,0,10.25595337176094,S
0,3,female,20.48504174300993,0,1,7.0,Q
0,1,female,13.897941071895985,0,0,42.524421039273264,S
0,3,male,26.395795394907555,1,0,31.44204344787975,S
0,2,female,25.298206538530163,0,0,27.817669996763716,S
0,3,male,58.12059783614627,2,2,43.31430837372796,C
0,3,male,34.195517904328355,0,0,35.98849978991623,Q
0,3,male,12.468589990949152,1,0,7.376742376989914,S
1,3,male,22.222711949948692,0,0,13.907430870620026,S
0,3,male,41.25659954515278,1,0,7.0,Q
0,2,female,54.0613132744391,0,0,7.0,S
0,2,female,9.968200253144502,1,0,36.08371523797284,S
1,3,female,6.44090737833146,0,1,62.59722502767056,S
0,3,female,51.45158210446139,1,1,105.26834867426568,S
0,3,male,33.675370128450844,2,1,31.673439104664617,S
1,3,female,18.5804872174836,0,0,7.0,S
1,2,male,35.415549033469226,0,1,7.0,S
1,3,male,1.0,1,0,53.6272011476744,Q
0,1,male,29.040506079165933,0,0,27.66541349062769,S
0,3,male,32.93385407411702,1,0,30.818594469631712,C
1,1,male,40.091241674453954,0,0,48.665464724916085,S
1,2,male,16.83324857248955,0,0,38.87862408966472,S
0,2,male,30.028245936840307,2,0,57.55301975586252,S
0,2,female,17.894904487284954,0,0,7.0,Q
0,3,male,32.06460506809181,1,1,44.045624425468915,C
1,2,male,18.255844131643713,0,0,60.89028016315852,S
0,2,male,24.102789930077353,0,0,10.78596702804892,C
0,2,female,17.050215262517252,0,0,32.73262232781642,S
0,2,male,36.81363490188389,0,0,12.067645562455251,Q
0,2,male,39.30141339987998,0,0,101.42070414726129,C
0,1,male,26.184553160511033,0,0,7.0,Q
0,3,male,29.45885593952034,0,0,27.744238730655823,S
1,3,male,11.61690302439747,0,0,7.0,S
0,3,male,25.403880223918556,1,0,39.85791016359794,S
0,2,male,28.397544595499063,0,1,7.0,S
0,2,male,60.4495170923597,0,0,8.588178132530153,S
0,3,male,15.656395690710037,0,0,21.82245460794088,S
0,3,female,46.57012686502925,0,1,78.82125249719915,S
0,2,male,40.96230528158969,1,0,7.612633053052366,S
0,1,male,32.367636853881635,0,0,7.0,S
0,2,male,50.1034458103416,0,1,45.531590935239514,S
0,2,female,33.46526567128235,0,0,22.22038443210006,Q
1,2,male,33.669910348015144,0,0,77.69534516339215,S
0,3,male,28.362552163789456,1,0,7.0,S
1,3,female,43.682826589023534,0,0,33.22415022609452,C
0,3,male,42.157630805730605,1,0,8.483549538574792,S
1,3,male,21.49187255004545,0,0,7.0,S
1,3,male,13.16903366481479,0,0,36.80668945221799,S
0,3,female,26.564232351252116,2,0,28.820019925685237,S
0,3,male,19.399537227228244,0,0,44.98537807116372,Q
0,1,female,28.23770510461574,0,0,11.84912351490103,S
0,1,female,43.84925761620967,0,0,19.012988380465497,S
1,1,male,23.51238013895852,0,0,16.639581476613234,S
1,3,male,28.4861194242611,0,0,132.50475985893866,S
1,3,male,29.69627281770074,0,1,11.061212190040887,C
0,2,male,,0,0,11.177544748103998,S
1,3,male,2.0373279921847356,0,0,14.0097521907026,S
1,1,female,21.71959646281644,0,0,26.607249169437402,S
0,3,female,31.535404307353673,0,0,9.305083853080573,S
0,2,female,43.40094747712234,0,1,78.99266933495502,S
1,1,male,23.097170629925536,0,0,9.88217460344995,C
0,2,female,6.481367527497511,2,2,72.37101234325338,C
1,2,female,36.436537351593635,0,0,7.0,Q
0,2,female,,1,0,34.200023159011764,C
1,2,male,14.724000090915665,0,0,76.00000263147217,S
0,3,female,21.507855323441312,0,1,7.0,S
0,3,male,26.785695708129804,0,0,110.47326196084036,C
0,2,male,21.743064025541447,0,0,19.29898445501862,C
1,3,male,2.533207314811172,0,0,93.23229858958146,C
1,3,female,39.76479436264559,0,0,36.14547105409139,S
0,2,female,44.29850049534467,0,1,11.48622317881171,S
0,2,male,36.81826389607407,2,0,7.0,C
1,1,male,15.3477719549022,0,0,11.584800332069483,C
0,1,male,26.582101592629783,0,0,7.0,Q
1,3,male,28.921744217246502,1,0,7.0,S
0,1,male,36.18553267474292,0,2,7.0,S
0,3,male,37.02008586461697,0,0,17.59408552933732,S
0,3,female,20.189914414658052,0,0,50.802260318230395,C
0,1,male,29.983946676962724,2,1,7.0,S
1,3,male,34.48736485538289,1,0,7.0,S
0,2,male,46.4698678657612,0,0,32.99909628460072,Q
0,3,female,37.45407847789668,0,0,7.028110846045713,S
1,2,female,38.46868024850623,2,0,7.0,C
0,3,female,,0,0,7.0,S
0,3,male,45.925509742442046,0,1,82.35180495211753,C
1,1,male,33.91715355151397,0,0,55.13618053940929,S
1,3,male,18.666945077917156,0,0,13.985783101446213,Q
0,3,female,45.840439641502286,0,2,34.130967426693694,Q
1,3,female,37.37483927046833,0,0,24.65996191077429,S
1,3,female,23.683471746458213,0,0,36.17560788627862,S
0,3,female,23.24608439120908,0,0,36.730133403867235,S
0,2,female,32.55890654168914,1,1,31.706769046870303,S
1,2,male,34.558217543211015,0,0,9.900299653733033,C
1,3,female,31.36750718757448,0,0,7.0,S
0,2,male,,0,1,19.456319757250103,S
1,3,male,49.39948849491657,0,0,70.91737073460958,S
1,3,male,,0,0,26.96965078403964,C
0,2,male,31.28762709518029,0,1,57.15589254069236,Q
0,2,male,40.295726969209795,1,0,153.0376240626421,S
0,3,male,16.609713157669525,2,0,7.0,S
1,2,male,33.7751245993617,0,1,37.661881780863574,S
0,3,male,50.71167619679732,0,0,35.89628275714781,S
0,2,male,26.383449255291513,0,0,125.1135312267459,S
1,3,male,18.828392856570982,1,1,135.69849736459557,S
1,1,male,21.17493333688327,1,1,37.136826100374286,S
0,3,male,15.92440355189134,0,0,8.934543940995136,S
1,2,female,,0,0,51.27177754588082,S
0,3,female,24.553902816919653,1,0,7.0,S
1,1,female,12.133195769856297,0,0,48.55396641956284,S
0,3,female,29.187420007395236,0,0,77.1240685962621,C
0,3,male,39.827326085439765,0,0,15.443720538891608,C
1,2,female,18.106925838236954,0,0,31.871064402201004,S
0,1,male,47.23140708370123,1,0,17.99581941433825,S
0,1,male,35.129505062331134,2,0,18.426734874404225,C
1,3,female,41.366967027488684,0,0,11.89124308330519,Q
1,3,male,,0,0,45.95294007721285,S
1,3,female,39.25430272479939,0,0,88.0523143445816,S
1,2,female,15.896793195256244,0,0,90.43212802942382,S
0,2,female,39.682970010038105,0,0,7.0,S
0,3,female,31.062072077522373,0,0,66.47657084664482,S
0,2,male,35.639014639817404,0,0,42.791777777123876,S
0,3,male,14.892864732501781,0,2,9.327118328873459,S
1,1,male,18.259161892680744,0,0,7.0,S
0,3,male,36.166738619040615,0,2,9.98307300042512,S
0,2,female,17.61982394930959,0,0,77.84920306378278,S
0,2,female,34.55847550518948,0,0,32.09217286578555,
1,3,female,12.594346322477051,2,1,40.85566187365522,S
0,3,male,39.178090552000015,0,0,9.512457724440587,S
0,3,male,14.209720222777891,0,0,40.665052836429574,C
0,1,male,35.627599252154276,1,0,7.0,S
1,1,male,36.50757120375201,2,0,15.056573270549013,C
0,3,female,20.638738178845102,0,0,31.53650604529346,Q
1,3,male,35.98431880501672,1,0,7.0,S
1,2,male,32.12530716000267,0,0,55.412023719285514,S
0,1,male,22.53389772568714,0,0,8.573451503110805,S
1,1,female,16.897343791085504,0,2,33.80354947537689,C
1,3,female,5.4484916999290505,0,0,16.62480833275134,Q
